days,dt,cur_time_in_gmt,cpu_utilization_pctg,hour
5/16/2017 12:00,5/16/2017,5/16/2017 12:00,66.667,12
5/16/2017 13:00,5/16/2017,5/16/2017 13:00,70.556,13
5/16/2017 14:00,5/16/2017,5/16/2017 14:00,80.556,14
5/16/2017 15:00,5/16/2017,5/16/2017 15:00,68.611,15
5/16/2017 16:00,5/16/2017,5/16/2017 16:00,74.444,16
5/16/2017 17:00,5/16/2017,5/16/2017 17:00,66.667,17
5/16/2017 18:00,5/16/2017,5/16/2017 18:00,58.611,18
5/16/2017 19:00,5/16/2017,5/16/2017 19:00,53.056,19
5/16/2017 20:00,5/16/2017,5/16/2017 20:00,46.667,20
5/16/2017 21:00,5/16/2017,5/16/2017 21:00,53.333,21
5/16/2017 22:00,5/16/2017,5/16/2017 22:00,39.612,22
5/16/2017 23:00,5/16/2017,5/16/2017 23:00,32.5,23
5/17/2017 0:00,5/16/2017,5/17/2017 0:00,42.5,0
5/17/2017 1:00,5/16/2017,5/17/2017 1:00,45,1
5/17/2017 2:00,5/16/2017,5/17/2017 2:00,54.444,2
5/17/2017 3:00,5/16/2017,5/17/2017 3:00,51.389,3
5/17/2017 4:00,5/16/2017,5/17/2017 4:00,35.833,4
5/17/2017 5:00,5/17/2017,5/17/2017 5:00,35.833,5
5/17/2017 6:00,5/17/2017,5/17/2017 6:00,36.111,6
5/17/2017 7:00,5/17/2017,5/17/2017 7:00,34.167,7
5/17/2017 8:00,5/17/2017,5/17/2017 8:00,30.833,8
5/17/2017 9:00,5/17/2017,5/17/2017 9:00,47.222,9
5/17/2017 10:00,5/17/2017,5/17/2017 10:00,58.611,10
5/17/2017 11:00,5/17/2017,5/17/2017 11:00,48.889,11
5/17/2017 12:00,5/17/2017,5/17/2017 12:00,68.889,12
5/17/2017 13:00,5/17/2017,5/17/2017 13:00,71.111,13
5/17/2017 14:00,5/17/2017,5/17/2017 14:00,80,14
5/17/2017 15:00,5/17/2017,5/17/2017 15:00,68.333,15
5/17/2017 16:00,5/17/2017,5/17/2017 16:00,73.056,16
5/17/2017 17:00,5/17/2017,5/17/2017 17:00,66.667,17
5/17/2017 18:00,5/17/2017,5/17/2017 18:00,59.722,18
5/17/2017 19:00,5/17/2017,5/17/2017 19:00,54.167,19
5/17/2017 20:00,5/17/2017,5/17/2017 20:00,53.611,20
5/17/2017 21:00,5/17/2017,5/17/2017 21:00,61.111,21
5/17/2017 22:00,5/17/2017,5/17/2017 22:00,49.444,22
5/17/2017 23:00,5/17/2017,5/17/2017 23:00,37.222,23
5/18/2017 0:00,5/17/2017,5/18/2017 0:00,52.778,0
5/18/2017 1:00,5/17/2017,5/18/2017 1:00,59.722,1
5/18/2017 2:00,5/17/2017,5/18/2017 2:00,58.889,2
5/18/2017 3:00,5/17/2017,5/18/2017 3:00,55.278,3
5/18/2017 4:00,5/17/2017,5/18/2017 4:00,41.667,4
5/18/2017 5:00,5/18/2017,5/18/2017 5:00,41.667,5
5/18/2017 6:00,5/18/2017,5/18/2017 6:00,30.556,6
5/18/2017 7:00,5/18/2017,5/18/2017 7:00,28.333,7
5/18/2017 8:00,5/18/2017,5/18/2017 8:00,34.167,8
5/18/2017 9:00,5/18/2017,5/18/2017 9:00,45.278,9
5/18/2017 10:00,5/18/2017,5/18/2017 10:00,64.444,10
5/18/2017 11:00,5/18/2017,5/18/2017 11:00,50.278,11
5/18/2017 12:00,5/18/2017,5/18/2017 12:00,69.167,12
5/18/2017 13:00,5/18/2017,5/18/2017 13:00,70.556,13
5/18/2017 14:00,5/18/2017,5/18/2017 14:00,78.889,14
5/18/2017 15:00,5/18/2017,5/18/2017 15:00,65.833,15
5/18/2017 16:00,5/18/2017,5/18/2017 16:00,73.333,16
5/18/2017 17:00,5/18/2017,5/18/2017 17:00,66.944,17
5/18/2017 18:00,5/18/2017,5/18/2017 18:00,61.667,18
5/18/2017 19:00,5/18/2017,5/18/2017 19:00,52.778,19
5/18/2017 20:00,5/18/2017,5/18/2017 20:00,48.333,20
5/18/2017 21:00,5/18/2017,5/18/2017 21:00,53.056,21
5/18/2017 22:00,5/18/2017,5/18/2017 22:00,44.444,22
5/18/2017 23:00,5/18/2017,5/18/2017 23:00,36.944,23
5/19/2017 0:00,5/18/2017,5/19/2017 0:00,44.167,0
5/19/2017 1:00,5/18/2017,5/19/2017 1:00,50.278,1
5/19/2017 2:00,5/18/2017,5/19/2017 2:00,55.833,2
5/19/2017 3:00,5/18/2017,5/19/2017 3:00,57.5,3
5/19/2017 4:00,5/18/2017,5/19/2017 4:00,37.222,4
5/19/2017 5:00,5/19/2017,5/19/2017 5:00,37.222,5
5/19/2017 6:00,5/19/2017,5/19/2017 6:00,39.722,6
5/19/2017 7:00,5/19/2017,5/19/2017 7:00,25.556,7
5/19/2017 8:00,5/19/2017,5/19/2017 8:00,31.389,8
5/19/2017 9:00,5/19/2017,5/19/2017 9:00,42.778,9
5/19/2017 10:00,5/19/2017,5/19/2017 10:00,61.667,10
5/19/2017 11:00,5/19/2017,5/19/2017 11:00,50.139,11
5/19/2017 12:00,5/19/2017,5/19/2017 12:00,67.778,12
5/19/2017 13:00,5/19/2017,5/19/2017 13:00,71.944,13
5/19/2017 14:00,5/19/2017,5/19/2017 14:00,82.5,14
5/19/2017 15:00,5/19/2017,5/19/2017 15:00,71.389,15
5/19/2017 16:00,5/19/2017,5/19/2017 16:00,76.389,16
5/19/2017 17:00,5/19/2017,5/19/2017 17:00,70.556,17
5/19/2017 18:00,5/19/2017,5/19/2017 18:00,61.389,18
5/19/2017 19:00,5/19/2017,5/19/2017 19:00,54.722,19
5/19/2017 20:00,5/19/2017,5/19/2017 20:00,47.5,20
5/19/2017 21:00,5/19/2017,5/19/2017 21:00,62.778,21
5/19/2017 22:00,5/19/2017,5/19/2017 22:00,75.278,22
5/19/2017 23:00,5/19/2017,5/19/2017 23:00,57.222,23
5/20/2017 0:00,5/19/2017,5/20/2017 0:00,77.778,0
5/20/2017 1:00,5/19/2017,5/20/2017 1:00,75.278,1
5/20/2017 2:00,5/19/2017,5/20/2017 2:00,70.833,2
5/20/2017 3:00,5/19/2017,5/20/2017 3:00,69.167,3
5/20/2017 4:00,5/19/2017,5/20/2017 4:00,53.611,4
5/20/2017 5:00,5/19/2017,5/20/2017 4:00,53.611,5
5/20/2017 6:00,5/19/2017,5/20/2017 4:00,53.611,6
5/20/2017 7:00,5/19/2017,5/20/2017 4:00,53.611,7
5/20/2017 8:00,5/19/2017,5/20/2017 4:00,53.611,8
5/20/2017 9:00,5/19/2017,5/20/2017 4:00,53.611,9
5/20/2017 10:00,5/19/2017,5/20/2017 4:00,53.611,10
5/20/2017 11:00,5/19/2017,5/20/2017 4:00,53.611,11
5/20/2017 12:00,5/19/2017,5/20/2017 4:00,53.611,12
5/20/2017 13:00,5/19/2017,5/20/2017 4:00,53.611,13
5/20/2017 14:00,5/19/2017,5/20/2017 4:00,53.611,14
5/20/2017 15:00,5/19/2017,5/20/2017 4:00,53.611,15
5/20/2017 16:00,5/19/2017,5/20/2017 4:00,53.611,16
5/20/2017 17:00,5/19/2017,5/20/2017 4:00,53.611,17
5/20/2017 18:00,5/19/2017,5/20/2017 4:00,53.611,18
5/20/2017 19:00,5/19/2017,5/20/2017 4:00,53.611,19
5/20/2017 20:00,5/19/2017,5/20/2017 4:00,53.611,20
5/20/2017 21:00,5/19/2017,5/20/2017 4:00,53.611,21
5/20/2017 22:00,5/19/2017,5/20/2017 4:00,53.611,22
5/20/2017 23:00,5/19/2017,5/20/2017 4:00,53.611,23
5/21/2017 0:00,5/19/2017,5/20/2017 4:00,53.611,0
5/21/2017 1:00,5/19/2017,5/20/2017 4:00,53.611,1
5/21/2017 2:00,5/19/2017,5/20/2017 4:00,53.611,2
5/21/2017 3:00,5/19/2017,5/20/2017 4:00,53.611,3
5/21/2017 4:00,5/19/2017,5/20/2017 4:00,53.611,4
5/21/2017 5:00,5/21/2017,5/21/2017 5:00,53.611,5
5/21/2017 6:00,5/21/2017,5/21/2017 6:00,36.944,6
5/21/2017 7:00,5/21/2017,5/21/2017 7:00,25.833,7
5/21/2017 8:00,5/21/2017,5/21/2017 8:00,22.222,8
5/21/2017 9:00,5/21/2017,5/21/2017 9:00,23.889,9
5/21/2017 10:00,5/21/2017,5/21/2017 10:00,22.778,10
5/21/2017 11:00,5/21/2017,5/21/2017 11:00,22.778,11
5/21/2017 12:00,5/21/2017,5/21/2017 12:00,21.944,12
5/21/2017 13:00,5/21/2017,5/21/2017 13:00,24.167,13
5/21/2017 14:00,5/21/2017,5/21/2017 14:00,24.722,14
5/21/2017 15:00,5/21/2017,5/21/2017 15:00,24.167,15
5/21/2017 16:00,5/21/2017,5/21/2017 16:00,26.111,16
5/21/2017 17:00,5/21/2017,5/21/2017 17:00,30.833,17
5/21/2017 18:00,5/21/2017,5/21/2017 18:00,26.111,18
5/21/2017 19:00,5/21/2017,5/21/2017 19:00,19.167,19
5/21/2017 20:00,5/21/2017,5/21/2017 20:00,17.5,20
5/21/2017 21:00,5/21/2017,5/21/2017 21:00,19.722,21
5/21/2017 22:00,5/21/2017,5/21/2017 22:00,18.056,22
5/21/2017 23:00,5/21/2017,5/21/2017 23:00,18.056,23
5/22/2017 0:00,5/21/2017,5/22/2017 0:00,31.856,0
5/22/2017 1:00,5/21/2017,5/22/2017 1:00,28.333,1
5/22/2017 2:00,5/21/2017,5/22/2017 2:00,17.5,2
5/22/2017 3:00,5/21/2017,5/22/2017 3:00,19.444,3
5/22/2017 4:00,5/21/2017,5/22/2017 4:00,20,4
5/22/2017 5:00,5/22/2017,5/22/2017 5:01,20,5
5/22/2017 6:00,5/22/2017,5/22/2017 6:01,26.667,6
5/22/2017 7:00,5/22/2017,5/22/2017 7:01,24.167,7
5/22/2017 8:00,5/22/2017,5/22/2017 8:01,29.722,8
5/22/2017 9:00,5/22/2017,5/22/2017 9:01,43.333,9
5/22/2017 10:00,5/22/2017,5/22/2017 10:01,59.722,10
5/22/2017 11:00,5/22/2017,5/22/2017 11:01,49.444,11
5/22/2017 12:00,5/22/2017,5/22/2017 12:01,70.556,12
5/22/2017 13:00,5/22/2017,5/22/2017 13:01,72.222,13
5/22/2017 14:00,5/22/2017,5/22/2017 14:01,83.333,14
5/22/2017 15:00,5/22/2017,5/22/2017 15:01,71.111,15
5/22/2017 16:00,5/22/2017,5/22/2017 16:01,76.111,16
5/22/2017 17:00,5/22/2017,5/22/2017 17:01,67.5,17
5/22/2017 18:00,5/22/2017,5/22/2017 18:01,61.667,18
5/22/2017 19:00,5/22/2017,5/22/2017 19:01,53.611,19
5/22/2017 20:00,5/22/2017,5/22/2017 20:01,52.222,20
5/22/2017 21:00,5/22/2017,5/22/2017 21:01,55.556,21
5/22/2017 22:00,5/22/2017,5/22/2017 22:01,45.833,22
5/22/2017 23:00,5/22/2017,5/22/2017 23:01,35.278,23
5/23/2017 0:00,5/22/2017,5/23/2017 0:01,46.944,0
5/23/2017 1:00,5/22/2017,5/23/2017 1:01,51.667,1
5/23/2017 2:00,5/22/2017,5/23/2017 2:01,55,2
5/23/2017 3:00,5/22/2017,5/23/2017 3:01,57.222,3
5/23/2017 4:00,5/22/2017,5/23/2017 4:01,39.722,4
5/23/2017 5:00,5/23/2017,5/23/2017 5:00,39.722,5
5/23/2017 6:00,5/23/2017,5/23/2017 6:00,28.333,6
5/23/2017 7:00,5/23/2017,5/23/2017 7:00,24.377,7
5/23/2017 8:00,5/23/2017,5/23/2017 8:00,33.333,8
5/23/2017 9:00,5/23/2017,5/23/2017 9:00,47.222,9
5/23/2017 10:00,5/23/2017,5/23/2017 10:00,58.333,10
5/23/2017 11:00,5/23/2017,5/23/2017 11:00,46.944,11
5/23/2017 12:00,5/23/2017,5/23/2017 12:00,67.222,12
5/23/2017 13:00,5/23/2017,5/23/2017 13:00,72.5,13
5/23/2017 14:00,5/23/2017,5/23/2017 14:00,79.722,14
5/23/2017 15:00,5/23/2017,5/23/2017 15:00,63.611,15
5/23/2017 16:00,5/23/2017,5/23/2017 16:00,69.167,16
5/23/2017 17:00,5/23/2017,5/23/2017 17:00,62.778,17
5/23/2017 18:00,5/23/2017,5/23/2017 18:00,56.389,18
5/23/2017 19:00,5/23/2017,5/23/2017 19:00,51.389,19
5/23/2017 20:00,5/23/2017,5/23/2017 20:00,43.611,20
5/23/2017 21:00,5/23/2017,5/23/2017 21:00,49.722,21
5/23/2017 22:00,5/23/2017,5/23/2017 22:00,44.722,22
5/23/2017 23:00,5/23/2017,5/23/2017 23:00,34.444,23
5/24/2017 0:00,5/23/2017,5/24/2017 0:00,46.944,0
5/24/2017 1:00,5/23/2017,5/24/2017 1:00,48.333,1
5/24/2017 2:00,5/23/2017,5/24/2017 2:00,54.722,2
5/24/2017 3:00,5/23/2017,5/24/2017 3:00,51.111,3
5/24/2017 4:00,5/23/2017,5/24/2017 4:00,35.833,4
5/24/2017 5:00,5/24/2017,5/24/2017 5:00,35.833,5
5/24/2017 6:00,5/24/2017,5/24/2017 6:00,35,6
5/24/2017 7:00,5/24/2017,5/24/2017 7:00,23.333,7
5/24/2017 8:00,5/24/2017,5/24/2017 8:00,27.5,8
5/24/2017 9:00,5/24/2017,5/24/2017 9:00,43.611,9
5/24/2017 10:00,5/24/2017,5/24/2017 10:00,54.722,10
5/24/2017 11:00,5/24/2017,5/24/2017 11:00,48.056,11
5/24/2017 12:00,5/24/2017,5/24/2017 12:00,68.611,12
5/24/2017 13:00,5/24/2017,5/24/2017 13:00,70.083,13
5/24/2017 14:00,5/24/2017,5/24/2017 14:00,79.167,14
5/24/2017 15:00,5/24/2017,5/24/2017 15:00,67.222,15
5/24/2017 16:00,5/24/2017,5/24/2017 16:00,70.556,16
5/24/2017 17:00,5/24/2017,5/24/2017 17:00,65.278,17
5/24/2017 18:00,5/24/2017,5/24/2017 18:00,57.5,18
5/24/2017 19:00,5/24/2017,5/24/2017 19:00,48.333,19
5/24/2017 20:00,5/24/2017,5/24/2017 20:00,50.833,20
5/24/2017 21:00,5/24/2017,5/24/2017 21:00,46.667,21
5/24/2017 22:00,5/24/2017,5/24/2017 22:00,44.167,22
5/24/2017 23:00,5/24/2017,5/24/2017 23:00,32.5,23
5/25/2017 0:00,5/24/2017,5/25/2017 0:00,55.278,0
5/25/2017 1:00,5/24/2017,5/25/2017 1:00,52.5,1
5/25/2017 2:00,5/24/2017,5/25/2017 2:00,59.167,2
5/25/2017 3:00,5/24/2017,5/25/2017 3:00,47.222,3
5/25/2017 4:00,5/24/2017,5/25/2017 4:00,46.111,4
5/25/2017 5:00,5/25/2017,5/25/2017 5:00,46.111,5
5/25/2017 6:00,5/25/2017,5/25/2017 6:00,31.389,6
5/25/2017 7:00,5/25/2017,5/25/2017 7:00,26.944,7
5/25/2017 8:00,5/25/2017,5/25/2017 8:00,29.167,8
5/25/2017 9:00,5/25/2017,5/25/2017 9:00,46.944,9
5/25/2017 10:00,5/25/2017,5/25/2017 10:00,56.667,10
5/25/2017 11:00,5/25/2017,5/25/2017 11:00,46.944,11
5/25/2017 12:00,5/25/2017,5/25/2017 12:00,67.778,12
5/25/2017 13:00,5/25/2017,5/25/2017 13:00,70.833,13
5/25/2017 14:00,5/25/2017,5/25/2017 14:00,81.111,14
5/25/2017 15:00,5/25/2017,5/25/2017 15:00,67.222,15
5/25/2017 16:00,5/25/2017,5/25/2017 16:00,69.167,16
5/25/2017 17:00,5/25/2017,5/25/2017 17:00,61.667,17
5/25/2017 18:00,5/25/2017,5/25/2017 18:00,53.056,18
5/25/2017 19:00,5/25/2017,5/25/2017 19:00,47.091,19
5/25/2017 20:00,5/25/2017,5/25/2017 20:00,40.556,20
5/25/2017 21:00,5/25/2017,5/25/2017 21:00,49.722,21
5/25/2017 22:00,5/25/2017,5/25/2017 22:00,44.722,22
5/25/2017 23:00,5/25/2017,5/25/2017 23:00,36.389,23
5/26/2017 0:00,5/25/2017,5/26/2017 0:00,45.278,0
5/26/2017 1:00,5/25/2017,5/26/2017 1:00,47.222,1
5/26/2017 2:00,5/25/2017,5/26/2017 2:00,53.611,2
5/26/2017 3:00,5/25/2017,5/26/2017 3:00,51.389,3
5/26/2017 4:00,5/25/2017,5/26/2017 4:00,38.056,4
5/26/2017 5:00,5/25/2017,5/26/2017 4:00,38.056,5
5/26/2017 6:00,5/25/2017,5/26/2017 4:00,38.056,6
5/26/2017 7:00,5/25/2017,5/26/2017 4:00,38.056,7
5/26/2017 8:00,5/25/2017,5/26/2017 4:00,38.056,8
5/26/2017 9:00,5/25/2017,5/26/2017 4:00,38.056,9
5/26/2017 10:00,5/25/2017,5/26/2017 4:00,38.056,10
5/26/2017 11:00,5/25/2017,5/26/2017 4:00,38.056,11
5/26/2017 12:00,5/25/2017,5/26/2017 4:00,38.056,12
5/26/2017 13:00,5/25/2017,5/26/2017 4:00,38.056,13
5/26/2017 14:00,5/25/2017,5/26/2017 4:00,38.056,14
5/26/2017 15:00,5/25/2017,5/26/2017 4:00,38.056,15
5/26/2017 16:00,5/25/2017,5/26/2017 4:00,38.056,16
5/26/2017 17:00,5/25/2017,5/26/2017 4:00,38.056,17
5/26/2017 18:00,5/25/2017,5/26/2017 4:00,38.056,18
5/26/2017 19:00,5/25/2017,5/26/2017 4:00,38.056,19
5/26/2017 20:00,5/25/2017,5/26/2017 4:00,38.056,20
5/26/2017 21:00,5/25/2017,5/26/2017 4:00,38.056,21
5/26/2017 22:00,5/25/2017,5/26/2017 4:00,38.056,22
5/26/2017 23:00,5/25/2017,5/26/2017 4:00,38.056,23
5/27/2017 0:00,5/25/2017,5/26/2017 4:00,38.056,0
5/27/2017 1:00,5/25/2017,5/26/2017 4:00,38.056,1
5/27/2017 2:00,5/25/2017,5/26/2017 4:00,38.056,2
5/27/2017 3:00,5/25/2017,5/26/2017 4:00,38.056,3
5/27/2017 4:00,5/25/2017,5/26/2017 4:00,38.056,4
5/27/2017 5:00,5/25/2017,5/26/2017 4:00,38.056,5
5/27/2017 6:00,5/25/2017,5/26/2017 4:00,38.056,6
5/27/2017 7:00,5/25/2017,5/26/2017 4:00,38.056,7
5/27/2017 8:00,5/25/2017,5/26/2017 4:00,38.056,8
5/27/2017 9:00,5/25/2017,5/26/2017 4:00,38.056,9
5/27/2017 10:00,5/25/2017,5/26/2017 4:00,38.056,10
5/27/2017 11:00,5/25/2017,5/26/2017 4:00,38.056,11
5/27/2017 12:00,5/25/2017,5/26/2017 4:00,38.056,12
5/27/2017 13:00,5/25/2017,5/26/2017 4:00,38.056,13
5/27/2017 14:00,5/25/2017,5/26/2017 4:00,38.056,14
5/27/2017 15:00,5/25/2017,5/26/2017 4:00,38.056,15
5/27/2017 16:00,5/25/2017,5/26/2017 4:00,38.056,16
5/27/2017 17:00,5/25/2017,5/26/2017 4:00,38.056,17
5/27/2017 18:00,5/25/2017,5/26/2017 4:00,38.056,18
5/27/2017 19:00,5/25/2017,5/26/2017 4:00,38.056,19
5/27/2017 20:00,5/25/2017,5/26/2017 4:00,38.056,20
5/27/2017 21:00,5/25/2017,5/26/2017 4:00,38.056,21
5/27/2017 22:00,5/25/2017,5/26/2017 4:00,38.056,22
5/27/2017 23:00,5/25/2017,5/26/2017 4:00,38.056,23
5/28/2017 0:00,5/25/2017,5/26/2017 4:00,38.056,0
5/28/2017 1:00,5/25/2017,5/26/2017 4:00,38.056,1
5/28/2017 2:00,5/25/2017,5/26/2017 4:00,38.056,2
5/28/2017 3:00,5/25/2017,5/26/2017 4:00,38.056,3
5/28/2017 4:00,5/25/2017,5/26/2017 4:00,38.056,4
5/28/2017 5:00,5/28/2017,5/28/2017 5:00,38.056,5
5/28/2017 6:00,5/28/2017,5/28/2017 6:00,38.333,6
5/28/2017 7:00,5/28/2017,5/28/2017 7:00,19.722,7
5/28/2017 8:00,5/28/2017,5/28/2017 8:00,23.333,8
5/28/2017 9:00,5/28/2017,5/28/2017 9:00,22.438,9
5/28/2017 10:00,5/28/2017,5/28/2017 10:00,21.389,10
5/28/2017 11:00,5/28/2017,5/28/2017 11:00,21.944,11
5/28/2017 12:00,5/28/2017,5/28/2017 12:00,20.833,12
5/28/2017 13:00,5/28/2017,5/28/2017 13:00,22.222,13
5/28/2017 14:00,5/28/2017,5/28/2017 14:00,21.111,14
5/28/2017 15:00,5/28/2017,5/28/2017 15:00,21.667,15
5/28/2017 16:00,5/28/2017,5/28/2017 16:00,21.944,16
5/28/2017 17:00,5/28/2017,5/28/2017 17:00,21.944,17
5/28/2017 18:00,5/28/2017,5/28/2017 18:00,21.944,18
5/28/2017 19:00,5/28/2017,5/28/2017 19:00,16.944,19
5/28/2017 20:00,5/28/2017,5/28/2017 20:00,15.833,20
5/28/2017 21:00,5/28/2017,5/28/2017 21:00,15.278,21
5/28/2017 22:00,5/28/2017,5/28/2017 22:00,17.5,22
5/28/2017 23:00,5/28/2017,5/28/2017 23:00,18.056,23
5/29/2017 0:00,5/28/2017,5/29/2017 0:00,33.056,0
5/29/2017 1:00,5/28/2017,5/29/2017 1:00,30.556,1
5/29/2017 2:00,5/28/2017,5/29/2017 2:00,23.056,2
5/29/2017 3:00,5/28/2017,5/29/2017 3:00,18.889,3
5/29/2017 4:00,5/28/2017,5/29/2017 4:00,20,4
5/29/2017 5:00,5/29/2017,5/29/2017 5:00,20,5
5/29/2017 6:00,5/29/2017,5/29/2017 6:00,27.5,6
5/29/2017 7:00,5/29/2017,5/29/2017 7:00,23.333,7
5/29/2017 8:00,5/29/2017,5/29/2017 8:00,29.444,8
5/29/2017 9:00,5/29/2017,5/29/2017 9:00,33.611,9
5/29/2017 10:00,5/29/2017,5/29/2017 10:00,36.111,10
5/29/2017 11:00,5/29/2017,5/29/2017 11:00,33.333,11
5/29/2017 12:00,5/29/2017,5/29/2017 12:00,32.222,12
5/29/2017 13:00,5/29/2017,5/29/2017 13:00,36.667,13
5/29/2017 14:00,5/29/2017,5/29/2017 14:00,46.389,14
5/29/2017 15:00,5/29/2017,5/29/2017 15:00,40.997,15
5/29/2017 16:00,5/29/2017,5/29/2017 16:00,39.167,16
5/29/2017 17:00,5/29/2017,5/29/2017 17:00,41.111,17
5/29/2017 18:00,5/29/2017,5/29/2017 18:00,38.333,18
5/29/2017 19:00,5/29/2017,5/29/2017 19:00,36.389,19
5/29/2017 20:00,5/29/2017,5/29/2017 20:00,28.056,20
5/29/2017 21:00,5/29/2017,5/29/2017 21:00,27.778,21
5/29/2017 22:00,5/29/2017,5/29/2017 22:00,26.944,22
5/29/2017 23:00,5/29/2017,5/29/2017 23:00,22.222,23
5/30/2017 0:00,5/29/2017,5/30/2017 0:00,32.778,0
5/30/2017 1:00,5/29/2017,5/30/2017 1:00,37.5,1
5/30/2017 2:00,5/29/2017,5/30/2017 2:00,35.556,2
5/30/2017 3:00,5/29/2017,5/30/2017 3:00,23.611,3
5/30/2017 4:00,5/29/2017,5/30/2017 4:00,21.389,4
5/30/2017 5:00,5/30/2017,5/30/2017 5:00,21.389,5
5/30/2017 6:00,5/30/2017,5/30/2017 6:00,28.056,6
5/30/2017 7:00,5/30/2017,5/30/2017 7:00,21.111,7
5/30/2017 8:00,5/30/2017,5/30/2017 8:00,29.444,8
5/30/2017 9:00,5/30/2017,5/30/2017 9:00,48.333,9
5/30/2017 10:00,5/30/2017,5/30/2017 10:00,57.778,10
5/30/2017 11:00,5/30/2017,5/30/2017 11:00,53.333,11
5/30/2017 12:00,5/30/2017,5/30/2017 12:00,68.611,12
5/30/2017 13:00,5/30/2017,5/30/2017 13:00,73.611,13
5/30/2017 14:00,5/30/2017,5/30/2017 14:00,83.889,14
5/30/2017 15:00,5/30/2017,5/30/2017 15:00,69.444,15
5/30/2017 16:00,5/30/2017,5/30/2017 16:00,72.5,16
5/30/2017 17:00,5/30/2017,5/30/2017 17:00,65.556,17
5/30/2017 18:00,5/30/2017,5/30/2017 18:00,58.889,18
5/30/2017 19:00,5/30/2017,5/30/2017 19:00,54.722,19
5/30/2017 20:00,5/30/2017,5/30/2017 20:00,54.167,20
5/30/2017 21:00,5/30/2017,5/30/2017 21:00,53.74,21
5/30/2017 22:00,5/30/2017,5/30/2017 22:00,44.722,22
5/30/2017 23:00,5/30/2017,5/30/2017 23:00,37.222,23
5/31/2017 0:00,5/30/2017,5/31/2017 0:00,48.333,0
5/31/2017 1:00,5/30/2017,5/31/2017 1:00,45.278,1
5/31/2017 2:00,5/30/2017,5/31/2017 2:00,49.167,2
5/31/2017 3:00,5/30/2017,5/31/2017 3:00,44.167,3
5/31/2017 4:00,5/30/2017,5/31/2017 4:00,32.778,4
5/31/2017 5:00,5/31/2017,5/31/2017 5:00,32.778,5
5/31/2017 6:00,5/31/2017,5/31/2017 6:00,41.667,6
5/31/2017 7:00,5/31/2017,5/31/2017 7:00,25.833,7
5/31/2017 8:00,5/31/2017,5/31/2017 8:00,27.222,8
5/31/2017 9:00,5/31/2017,5/31/2017 9:00,44.444,9
5/31/2017 10:00,5/31/2017,5/31/2017 10:00,57.222,10
5/31/2017 11:00,5/31/2017,5/31/2017 11:00,51.389,11
5/31/2017 12:00,5/31/2017,5/31/2017 12:00,68.611,12
5/31/2017 13:00,5/31/2017,5/31/2017 13:00,72.778,13
5/31/2017 14:00,5/31/2017,5/31/2017 14:00,83.611,14
5/31/2017 15:00,5/31/2017,5/31/2017 15:00,72.222,15
5/31/2017 16:00,5/31/2017,5/31/2017 16:00,75.278,16
5/31/2017 17:00,5/31/2017,5/31/2017 17:00,67.5,17
5/31/2017 18:00,5/31/2017,5/31/2017 18:00,60.556,18
5/31/2017 19:00,5/31/2017,5/31/2017 19:00,55.278,19
5/31/2017 20:00,5/31/2017,5/31/2017 20:00,47.5,20
5/31/2017 21:00,5/31/2017,5/31/2017 21:00,53.611,21
5/31/2017 22:00,5/31/2017,5/31/2017 22:00,45.556,22
5/31/2017 23:00,5/31/2017,5/31/2017 23:00,35.278,23
6/1/2017 0:00,5/31/2017,6/1/2017 0:00,45.556,0
6/1/2017 1:00,5/31/2017,6/1/2017 1:00,41.944,1
6/1/2017 2:00,5/31/2017,6/1/2017 2:00,47.5,2
6/1/2017 3:00,5/31/2017,6/1/2017 3:00,48.611,3
6/1/2017 4:00,5/31/2017,6/1/2017 4:00,36.565,4
6/1/2017 5:00,6/1/2017,6/1/2017 5:00,36.565,5
6/1/2017 6:00,6/1/2017,6/1/2017 6:00,43.889,6
6/1/2017 7:00,6/1/2017,6/1/2017 7:00,36.389,7
6/1/2017 8:00,6/1/2017,6/1/2017 8:00,35,8
6/1/2017 9:00,6/1/2017,6/1/2017 9:00,47.5,9
6/1/2017 10:00,6/1/2017,6/1/2017 10:00,60.556,10
6/1/2017 11:00,6/1/2017,6/1/2017 11:00,48.889,11
6/1/2017 12:00,6/1/2017,6/1/2017 12:00,68.611,12
6/1/2017 13:00,6/1/2017,6/1/2017 13:00,72.778,13
6/1/2017 14:00,6/1/2017,6/1/2017 14:00,84.444,14
6/1/2017 15:00,6/1/2017,6/1/2017 15:00,67.778,15
6/1/2017 16:00,6/1/2017,6/1/2017 16:00,71.389,16
6/1/2017 17:00,6/1/2017,6/1/2017 17:00,66.944,17
6/1/2017 18:00,6/1/2017,6/1/2017 18:00,61.389,18
6/1/2017 19:00,6/1/2017,6/1/2017 19:00,52.5,19
6/1/2017 20:00,6/1/2017,6/1/2017 20:00,48.611,20
6/1/2017 21:00,6/1/2017,6/1/2017 21:00,53.611,21
6/1/2017 22:00,6/1/2017,6/1/2017 22:00,46.389,22
6/1/2017 23:00,6/1/2017,6/1/2017 23:00,37.222,23
6/2/2017 0:00,6/1/2017,6/2/2017 0:00,38.333,0
6/2/2017 1:00,6/1/2017,6/2/2017 1:00,36.389,1
6/2/2017 2:00,6/1/2017,6/2/2017 2:00,39.722,2
