days,dt,cur_time_in_gmt,cpu_utilization_pctg,hour
4/25/2017 4:00,4/24/2017,4/25/2017 4:00,30.528,4
4/25/2017 5:00,4/25/2017,4/25/2017 5:00,30.528,5
4/25/2017 6:00,4/25/2017,4/25/2017 6:00,27.056,6
4/25/2017 7:00,4/25/2017,4/25/2017 7:00,24.972,7
4/25/2017 8:00,4/25/2017,4/25/2017 8:00,31.468,8
4/25/2017 9:00,4/25/2017,4/25/2017 9:00,49.722,9
4/25/2017 10:00,4/25/2017,4/25/2017 10:00,59.889,10
4/25/2017 11:00,4/25/2017,4/25/2017 11:00,54,11
4/25/2017 12:00,4/25/2017,4/25/2017 12:00,71.222,12
4/25/2017 13:00,4/25/2017,4/25/2017 13:00,73.083,13
4/25/2017 14:00,4/25/2017,4/25/2017 14:00,80.556,14
4/25/2017 15:00,4/25/2017,4/25/2017 15:00,67.583,15
4/25/2017 16:00,4/25/2017,4/25/2017 16:00,73.194,16
4/25/2017 17:00,4/25/2017,4/25/2017 17:00,66.667,17
4/25/2017 18:00,4/25/2017,4/25/2017 18:00,58.611,18
4/25/2017 19:00,4/25/2017,4/25/2017 19:00,52.611,19
4/25/2017 20:00,4/25/2017,4/25/2017 20:00,47.333,20
4/25/2017 21:00,4/25/2017,4/25/2017 21:00,47.778,21
4/25/2017 22:00,4/25/2017,4/25/2017 22:00,46.556,22
4/25/2017 23:00,4/25/2017,4/25/2017 23:00,34.417,23
4/26/2017 0:00,4/25/2017,4/26/2017 0:00,54.028,0
4/26/2017 1:00,4/25/2017,4/26/2017 1:00,62.667,1
4/26/2017 2:00,4/25/2017,4/26/2017 2:00,64.889,2
4/26/2017 3:00,4/25/2017,4/26/2017 3:00,50,3
4/26/2017 4:00,4/25/2017,4/26/2017 4:00,38.944,4
4/26/2017 5:00,4/26/2017,4/26/2017 5:00,38.944,5
4/26/2017 6:00,4/26/2017,4/26/2017 6:00,35.028,6
4/26/2017 7:00,4/26/2017,4/26/2017 7:00,25.306,7
4/26/2017 8:00,4/26/2017,4/26/2017 8:00,31.75,8
4/26/2017 9:00,4/26/2017,4/26/2017 9:00,43,9
4/26/2017 10:00,4/26/2017,4/26/2017 10:00,58.111,10
4/26/2017 11:00,4/26/2017,4/26/2017 11:00,50.722,11
4/26/2017 12:00,4/26/2017,4/26/2017 12:00,72.028,12
4/26/2017 13:00,4/26/2017,4/26/2017 13:00,71.139,13
4/26/2017 14:00,4/26/2017,4/26/2017 14:00,80.778,14
4/26/2017 15:00,4/26/2017,4/26/2017 15:00,69.114,15
4/26/2017 16:00,4/26/2017,4/26/2017 16:00,72.028,16
4/26/2017 17:00,4/26/2017,4/26/2017 17:00,66.667,17
4/26/2017 18:00,4/26/2017,4/26/2017 18:00,62.139,18
4/26/2017 19:00,4/26/2017,4/26/2017 19:00,56.056,19
4/26/2017 20:00,4/26/2017,4/26/2017 20:00,49.194,20
4/26/2017 21:00,4/26/2017,4/26/2017 21:00,52.889,21
4/26/2017 22:00,4/26/2017,4/26/2017 22:00,46.972,22
4/26/2017 23:00,4/26/2017,4/26/2017 23:00,35.972,23
4/27/2017 0:00,4/26/2017,4/27/2017 0:00,65.444,0
4/27/2017 1:00,4/26/2017,4/27/2017 1:00,71.194,1
4/27/2017 2:00,4/26/2017,4/27/2017 2:00,63.75,2
4/27/2017 3:00,4/26/2017,4/27/2017 3:00,47.278,3
4/27/2017 4:00,4/26/2017,4/27/2017 4:00,43.917,4
4/27/2017 5:00,4/27/2017,4/27/2017 5:00,43.917,5
4/27/2017 6:00,4/27/2017,4/27/2017 6:00,34.222,6
4/27/2017 7:00,4/27/2017,4/27/2017 7:00,22.972,7
4/27/2017 8:00,4/27/2017,4/27/2017 8:00,32.278,8
4/27/2017 9:00,4/27/2017,4/27/2017 9:00,49.389,9
4/27/2017 10:00,4/27/2017,4/27/2017 10:00,60.083,10
4/27/2017 11:00,4/27/2017,4/27/2017 11:00,49.222,11
4/27/2017 12:00,4/27/2017,4/27/2017 12:00,71.167,12
4/27/2017 13:00,4/27/2017,4/27/2017 13:00,74.778,13
4/27/2017 14:00,4/27/2017,4/27/2017 14:00,81.778,14
4/27/2017 15:00,4/27/2017,4/27/2017 15:00,72,15
4/27/2017 16:00,4/27/2017,4/27/2017 16:00,76.111,16
4/27/2017 17:00,4/27/2017,4/27/2017 17:00,67.417,17
4/27/2017 18:00,4/27/2017,4/27/2017 18:00,61.194,18
4/27/2017 19:00,4/27/2017,4/27/2017 19:00,57.111,19
4/27/2017 20:00,4/27/2017,4/27/2017 20:00,51.861,20
4/27/2017 21:00,4/27/2017,4/27/2017 21:00,55.235,21
4/27/2017 22:00,4/27/2017,4/27/2017 22:00,49.333,22
4/27/2017 23:00,4/27/2017,4/27/2017 23:00,36.417,23
4/28/2017 0:00,4/27/2017,4/28/2017 0:00,53.806,0
4/28/2017 1:00,4/27/2017,4/28/2017 1:00,57.111,1
4/28/2017 2:00,4/27/2017,4/28/2017 2:00,66.944,2
4/28/2017 3:00,4/27/2017,4/28/2017 3:00,58.417,3
4/28/2017 4:00,4/27/2017,4/28/2017 4:00,44.861,4
4/28/2017 5:00,4/28/2017,4/28/2017 5:00,44.861,5
4/28/2017 6:00,4/28/2017,4/28/2017 6:00,44.778,6
4/28/2017 7:00,4/28/2017,4/28/2017 7:00,27.972,7
4/28/2017 8:00,4/28/2017,4/28/2017 8:00,33.083,8
4/28/2017 9:00,4/28/2017,4/28/2017 9:00,43.417,9
4/28/2017 10:00,4/28/2017,4/28/2017 10:00,61.25,10
4/28/2017 11:00,4/28/2017,4/28/2017 11:00,48.194,11
4/28/2017 12:00,4/28/2017,4/28/2017 12:00,69.833,12
4/28/2017 13:00,4/28/2017,4/28/2017 13:00,71.417,13
4/28/2017 14:00,4/28/2017,4/28/2017 14:00,80.25,14
4/28/2017 15:00,4/28/2017,4/28/2017 15:00,70.944,15
4/28/2017 16:00,4/28/2017,4/28/2017 16:00,73.917,16
4/28/2017 17:00,4/28/2017,4/28/2017 17:00,65.861,17
4/28/2017 18:00,4/28/2017,4/28/2017 18:00,57.806,18
4/28/2017 19:00,4/28/2017,4/28/2017 19:00,52.194,19
4/28/2017 20:00,4/28/2017,4/28/2017 20:00,44.028,20
4/28/2017 21:00,4/28/2017,4/28/2017 21:00,56.778,21
4/28/2017 22:00,4/28/2017,4/28/2017 22:00,73.889,22
4/28/2017 23:00,4/28/2017,4/28/2017 23:00,59.306,23
4/29/2017 0:00,4/28/2017,4/29/2017 0:00,78.694,0
4/29/2017 1:00,4/28/2017,4/29/2017 1:00,79.167,1
4/29/2017 2:00,4/28/2017,4/29/2017 2:00,72.056,2
4/29/2017 3:00,4/28/2017,4/29/2017 3:00,70.028,3
4/29/2017 4:00,4/28/2017,4/29/2017 4:00,55.097,4
4/29/2017 5:00,4/28/2017,4/29/2017 4:00,55.097,5
4/29/2017 6:00,4/28/2017,4/29/2017 4:00,55.097,6
4/29/2017 7:00,4/28/2017,4/29/2017 4:00,55.097,7
4/29/2017 8:00,4/28/2017,4/29/2017 4:00,55.097,8
4/29/2017 9:00,4/28/2017,4/29/2017 4:00,55.097,9
4/29/2017 10:00,4/28/2017,4/29/2017 4:00,55.097,10
4/29/2017 11:00,4/28/2017,4/29/2017 4:00,55.097,11
4/29/2017 12:00,4/28/2017,4/29/2017 4:00,55.097,12
4/29/2017 13:00,4/28/2017,4/29/2017 4:00,55.097,13
4/29/2017 14:00,4/28/2017,4/29/2017 4:00,55.097,14
4/29/2017 15:00,4/28/2017,4/29/2017 4:00,55.097,15
4/29/2017 16:00,4/28/2017,4/29/2017 4:00,55.097,16
4/29/2017 17:00,4/28/2017,4/29/2017 4:00,55.097,17
4/29/2017 18:00,4/28/2017,4/29/2017 4:00,55.097,18
4/29/2017 19:00,4/28/2017,4/29/2017 4:00,55.097,19
4/29/2017 20:00,4/28/2017,4/29/2017 4:00,55.097,20
4/29/2017 21:00,4/28/2017,4/29/2017 4:00,55.097,21
4/29/2017 22:00,4/28/2017,4/29/2017 4:00,55.097,22
4/29/2017 23:00,4/28/2017,4/29/2017 4:00,55.097,23
4/30/2017 0:00,4/28/2017,4/29/2017 4:00,55.097,0
4/30/2017 1:00,4/28/2017,4/29/2017 4:00,55.097,1
4/30/2017 2:00,4/28/2017,4/29/2017 4:00,55.097,2
4/30/2017 3:00,4/28/2017,4/29/2017 4:00,55.097,3
4/30/2017 4:00,4/28/2017,4/29/2017 4:00,55.097,4
4/30/2017 5:00,4/30/2017,4/30/2017 5:00,55.097,5
4/30/2017 6:00,4/30/2017,4/30/2017 6:00,33.333,6
4/30/2017 7:00,4/30/2017,4/30/2017 7:00,23.694,7
4/30/2017 8:00,4/30/2017,4/30/2017 8:00,20.028,8
4/30/2017 9:00,4/30/2017,4/30/2017 9:00,18.972,9
4/30/2017 10:00,4/30/2017,4/30/2017 10:00,17.285,10
4/30/2017 11:00,4/30/2017,4/30/2017 11:00,19.583,11
4/30/2017 12:00,4/30/2017,4/30/2017 12:00,19.778,12
4/30/2017 13:00,4/30/2017,4/30/2017 13:00,21.444,13
4/30/2017 14:00,4/30/2017,4/30/2017 14:00,21.139,14
4/30/2017 15:00,4/30/2017,4/30/2017 15:00,19.639,15
4/30/2017 16:00,4/30/2017,4/30/2017 16:00,19.583,16
4/30/2017 17:00,4/30/2017,4/30/2017 17:00,15.75,17
4/30/2017 18:00,4/30/2017,4/30/2017 18:00,15.444,18
4/30/2017 19:00,4/30/2017,4/30/2017 19:00,13.444,19
4/30/2017 20:00,4/30/2017,4/30/2017 20:00,13.917,20
4/30/2017 21:00,4/30/2017,4/30/2017 21:00,14.778,21
4/30/2017 22:00,4/30/2017,4/30/2017 22:00,13.861,22
4/30/2017 23:00,4/30/2017,4/30/2017 23:00,15.472,23
5/1/2017 0:00,4/30/2017,5/1/2017 0:00,32.056,0
5/1/2017 1:00,4/30/2017,5/1/2017 1:00,25.25,1
5/1/2017 2:00,4/30/2017,5/1/2017 2:00,16.667,2
5/1/2017 3:00,4/30/2017,5/1/2017 3:00,16.278,3
5/1/2017 4:00,4/30/2017,5/1/2017 4:00,15.972,4
5/1/2017 5:00,5/1/2017,5/1/2017 5:00,15.972,5
5/1/2017 6:00,5/1/2017,5/1/2017 6:00,21.361,6
5/1/2017 7:00,5/1/2017,5/1/2017 7:00,22.222,7
5/1/2017 8:00,5/1/2017,5/1/2017 8:00,23.167,8
5/1/2017 9:00,5/1/2017,5/1/2017 9:00,37.222,9
5/1/2017 10:00,5/1/2017,5/1/2017 10:00,46.833,10
5/1/2017 11:00,5/1/2017,5/1/2017 11:00,37.75,11
5/1/2017 12:00,5/1/2017,5/1/2017 12:00,60.639,12
5/1/2017 13:00,5/1/2017,5/1/2017 13:00,60.778,13
5/1/2017 14:00,5/1/2017,5/1/2017 14:00,74.861,14
5/1/2017 15:00,5/1/2017,5/1/2017 15:00,54.889,15
5/1/2017 16:00,5/1/2017,5/1/2017 16:00,61.108,16
5/1/2017 17:00,5/1/2017,5/1/2017 17:00,58.083,17
5/1/2017 18:00,5/1/2017,5/1/2017 18:00,50.889,18
5/1/2017 19:00,5/1/2017,5/1/2017 19:00,45.944,19
5/1/2017 20:00,5/1/2017,5/1/2017 20:00,44.472,20
5/1/2017 21:00,5/1/2017,5/1/2017 21:00,49.389,21
5/1/2017 22:00,5/1/2017,5/1/2017 22:00,46.639,22
5/1/2017 23:00,5/1/2017,5/1/2017 23:00,35.028,23
5/2/2017 0:00,5/1/2017,5/2/2017 0:00,57.306,0
5/2/2017 1:00,5/1/2017,5/2/2017 1:00,57.861,1
5/2/2017 2:00,5/1/2017,5/2/2017 2:00,49.361,2
5/2/2017 3:00,5/1/2017,5/2/2017 3:00,45.944,3
5/2/2017 4:00,5/1/2017,5/2/2017 4:00,41.556,4
5/2/2017 5:00,5/2/2017,5/2/2017 5:00,41.556,5
5/2/2017 6:00,5/2/2017,5/2/2017 6:00,27.861,6
5/2/2017 7:00,5/2/2017,5/2/2017 7:00,25.667,7
5/2/2017 8:00,5/2/2017,5/2/2017 8:00,26.528,8
5/2/2017 9:00,5/2/2017,5/2/2017 9:00,40.361,9
5/2/2017 10:00,5/2/2017,5/2/2017 10:00,54.889,10
5/2/2017 11:00,5/2/2017,5/2/2017 11:00,51.444,11
5/2/2017 12:00,5/2/2017,5/2/2017 12:00,71.972,12
5/2/2017 13:00,5/2/2017,5/2/2017 13:00,70,13
5/2/2017 14:00,5/2/2017,5/2/2017 14:00,80.861,14
5/2/2017 15:00,5/2/2017,5/2/2017 15:00,72.75,15
5/2/2017 16:00,5/2/2017,5/2/2017 16:00,73.472,16
5/2/2017 17:00,5/2/2017,5/2/2017 17:00,65.528,17
5/2/2017 18:00,5/2/2017,5/2/2017 18:00,59.333,18
5/2/2017 19:00,5/2/2017,5/2/2017 19:00,52.5,19
5/2/2017 20:00,5/2/2017,5/2/2017 20:00,48.722,20
5/2/2017 21:00,5/2/2017,5/2/2017 21:00,47.111,21
5/2/2017 22:00,5/2/2017,5/2/2017 22:00,42.722,22
5/2/2017 23:00,5/2/2017,5/2/2017 23:00,33.629,23
5/3/2017 0:00,5/2/2017,5/3/2017 0:00,56.056,0
5/3/2017 1:00,5/2/2017,5/3/2017 1:00,60.028,1
5/3/2017 2:00,5/2/2017,5/3/2017 2:00,60.417,2
5/3/2017 3:00,5/2/2017,5/3/2017 3:00,46.528,3
5/3/2017 4:00,5/2/2017,5/3/2017 4:00,39.083,4
5/3/2017 5:00,5/3/2017,5/3/2017 5:00,39.083,5
5/3/2017 6:00,5/3/2017,5/3/2017 6:00,32.972,6
5/3/2017 7:00,5/3/2017,5/3/2017 7:00,24.028,7
5/3/2017 8:00,5/3/2017,5/3/2017 8:00,28.333,8
5/3/2017 9:00,5/3/2017,5/3/2017 9:00,44.028,9
5/3/2017 10:00,5/3/2017,5/3/2017 10:00,58.278,10
5/3/2017 11:00,5/3/2017,5/3/2017 11:00,48.889,11
5/3/2017 12:00,5/3/2017,5/3/2017 12:00,71.056,12
5/3/2017 13:00,5/3/2017,5/3/2017 13:00,71.389,13
5/3/2017 14:00,5/3/2017,5/3/2017 14:00,81.361,14
5/3/2017 15:00,5/3/2017,5/3/2017 15:00,66.778,15
5/3/2017 16:00,5/3/2017,5/3/2017 16:00,71.75,16
5/3/2017 17:00,5/3/2017,5/3/2017 17:00,62.222,17
5/3/2017 18:00,5/3/2017,5/3/2017 18:00,57.111,18
5/3/2017 19:00,5/3/2017,5/3/2017 19:00,50.972,19
5/3/2017 20:00,5/3/2017,5/3/2017 20:00,49.333,20
5/3/2017 21:00,5/3/2017,5/3/2017 21:00,52.333,21
5/3/2017 22:00,5/3/2017,5/3/2017 22:00,44.333,22
5/3/2017 23:00,5/3/2017,5/3/2017 23:00,35.556,23
5/4/2017 0:00,5/3/2017,5/4/2017 0:00,50.556,0
5/4/2017 1:00,5/3/2017,5/4/2017 1:00,47.889,1
5/4/2017 2:00,5/3/2017,5/4/2017 2:00,50.556,2
5/4/2017 3:00,5/3/2017,5/4/2017 3:00,47.806,3
5/4/2017 4:00,5/3/2017,5/4/2017 4:00,35.528,4
5/4/2017 5:00,5/4/2017,5/4/2017 5:00,35.528,5
5/4/2017 6:00,5/4/2017,5/4/2017 6:00,34.639,6
5/4/2017 7:00,5/4/2017,5/4/2017 7:00,21.167,7
5/4/2017 8:00,5/4/2017,5/4/2017 8:00,30.167,8
5/4/2017 9:00,5/4/2017,5/4/2017 9:00,44,9
5/4/2017 10:00,5/4/2017,5/4/2017 10:00,58.889,10
5/4/2017 11:00,5/4/2017,5/4/2017 11:00,47.806,11
5/4/2017 12:00,5/4/2017,5/4/2017 12:00,69.444,12
5/4/2017 13:00,5/4/2017,5/4/2017 13:00,71.056,13
5/4/2017 14:00,5/4/2017,5/4/2017 14:00,81.222,14
5/4/2017 15:00,5/4/2017,5/4/2017 15:00,67.917,15
5/4/2017 16:00,5/4/2017,5/4/2017 16:00,68.889,16
5/4/2017 17:00,5/4/2017,5/4/2017 17:00,61.778,17
5/4/2017 18:00,5/4/2017,5/4/2017 18:00,55.778,18
5/4/2017 19:00,5/4/2017,5/4/2017 19:00,50.028,19
5/4/2017 20:00,5/4/2017,5/4/2017 20:00,45.75,20
5/4/2017 21:00,5/4/2017,5/4/2017 21:00,49.556,21
5/4/2017 22:00,5/4/2017,5/4/2017 22:00,43.667,22
5/4/2017 23:00,5/4/2017,5/4/2017 23:00,34.056,23
5/5/2017 0:00,5/4/2017,5/5/2017 0:00,42.861,0
5/5/2017 1:00,5/4/2017,5/5/2017 1:00,46.694,1
5/5/2017 2:00,5/4/2017,5/5/2017 2:00,45.611,2
5/5/2017 3:00,5/4/2017,5/5/2017 3:00,51.944,3
5/5/2017 4:00,5/4/2017,5/5/2017 4:00,35.639,4
5/5/2017 5:00,5/5/2017,5/5/2017 5:00,35.639,5
5/5/2017 6:00,5/5/2017,5/5/2017 6:00,38.778,6
5/5/2017 7:00,5/5/2017,5/5/2017 7:00,26.028,7
5/5/2017 8:00,5/5/2017,5/5/2017 8:00,30.167,8
5/5/2017 9:00,5/5/2017,5/5/2017 9:00,42.194,9
5/5/2017 10:00,5/5/2017,5/5/2017 10:00,59.694,10
5/5/2017 11:00,5/5/2017,5/5/2017 11:00,51.389,11
5/5/2017 12:00,5/5/2017,5/5/2017 12:00,69.806,12
5/5/2017 13:00,5/5/2017,5/5/2017 13:00,72.5,13
5/5/2017 14:00,5/5/2017,5/5/2017 14:00,79.444,14
5/5/2017 15:00,5/5/2017,5/5/2017 15:00,66.667,15
5/5/2017 16:00,5/5/2017,5/5/2017 16:00,69.444,16
5/5/2017 17:00,5/5/2017,5/5/2017 17:00,60.556,17
5/5/2017 18:00,5/5/2017,5/5/2017 18:00,55.278,18
5/5/2017 19:00,5/5/2017,5/5/2017 19:00,49.722,19
5/5/2017 20:00,5/5/2017,5/5/2017 20:00,45.278,20
5/5/2017 21:00,5/5/2017,5/5/2017 21:00,58.611,21
5/5/2017 22:00,5/5/2017,5/5/2017 22:00,73.056,22
5/5/2017 23:00,5/5/2017,5/5/2017 23:00,56.111,23
5/6/2017 0:00,5/5/2017,5/6/2017 0:00,76.389,0
5/6/2017 1:00,5/5/2017,5/6/2017 1:00,79.444,1
5/6/2017 2:00,5/5/2017,5/6/2017 2:00,69.444,2
5/6/2017 3:00,5/5/2017,5/6/2017 3:00,67.778,3
5/6/2017 4:00,5/5/2017,5/6/2017 4:00,57.5,4
5/6/2017 5:00,5/6/2017,5/6/2017 5:00,57.5,5
5/6/2017 6:00,5/6/2017,5/6/2017 6:00,50,6
5/6/2017 7:00,5/6/2017,5/6/2017 7:00,30.833,7
5/6/2017 8:00,5/6/2017,5/6/2017 8:00,25,8
5/6/2017 9:00,5/6/2017,5/6/2017 9:00,29.722,9
5/6/2017 10:00,5/6/2017,5/6/2017 10:00,28.056,10
5/6/2017 11:00,5/6/2017,5/6/2017 11:00,16.389,11
5/6/2017 12:00,5/6/2017,5/6/2017 12:00,15.556,12
5/6/2017 13:00,5/6/2017,5/6/2017 13:00,15.278,13
5/6/2017 14:00,5/6/2017,5/6/2017 14:00,16.667,14
5/6/2017 15:00,5/6/2017,5/6/2017 15:00,17.778,15
5/6/2017 16:00,5/6/2017,5/6/2017 16:00,16.389,16
5/6/2017 17:00,5/6/2017,5/6/2017 17:00,15.556,17
5/6/2017 18:00,5/6/2017,5/6/2017 18:00,19.114,18
5/6/2017 19:00,5/6/2017,5/6/2017 19:00,15.278,19
5/6/2017 20:00,5/6/2017,5/6/2017 20:00,15.278,20
5/6/2017 21:00,5/6/2017,5/6/2017 21:00,13.611,21
5/6/2017 22:00,5/6/2017,5/6/2017 22:00,12.778,22
5/6/2017 23:00,5/6/2017,5/6/2017 23:00,13.611,23
5/7/2017 0:00,5/6/2017,5/7/2017 0:00,31.111,0
5/7/2017 1:00,5/6/2017,5/7/2017 1:00,16.111,1
5/7/2017 2:00,5/6/2017,5/7/2017 2:00,12.222,2
5/7/2017 3:00,5/6/2017,5/7/2017 3:00,12.778,3
5/7/2017 4:00,5/6/2017,5/7/2017 4:00,12.5,4
5/7/2017 5:00,5/7/2017,5/7/2017 5:00,12.5,5
5/7/2017 6:00,5/7/2017,5/7/2017 6:00,35.278,6
5/7/2017 7:00,5/7/2017,5/7/2017 7:00,23.611,7
5/7/2017 8:00,5/7/2017,5/7/2017 8:00,20.278,8
5/7/2017 9:00,5/7/2017,5/7/2017 9:00,19.444,9
5/7/2017 10:00,5/7/2017,5/7/2017 10:00,21.389,10
5/7/2017 11:00,5/7/2017,5/7/2017 11:00,21.944,11
5/7/2017 12:00,5/7/2017,5/7/2017 12:00,19.722,12
5/7/2017 13:00,5/7/2017,5/7/2017 13:00,22.5,13
5/7/2017 14:00,5/7/2017,5/7/2017 14:00,20.278,14
5/7/2017 15:00,5/7/2017,5/7/2017 15:00,22.5,15
5/7/2017 16:00,5/7/2017,5/7/2017 16:00,24.722,16
5/7/2017 17:00,5/7/2017,5/7/2017 17:00,23.056,17
5/7/2017 18:00,5/7/2017,5/7/2017 18:00,20.278,18
5/7/2017 19:00,5/7/2017,5/7/2017 19:00,16.944,19
5/7/2017 20:00,5/7/2017,5/7/2017 20:00,17.778,20
5/7/2017 21:00,5/7/2017,5/7/2017 21:00,18.889,21
5/7/2017 22:00,5/7/2017,5/7/2017 22:00,16.667,22
5/7/2017 23:00,5/7/2017,5/7/2017 23:00,17.778,23
5/8/2017 0:00,5/7/2017,5/8/2017 0:00,28.333,0
5/8/2017 1:00,5/7/2017,5/8/2017 1:00,21.053,1
5/8/2017 2:00,5/7/2017,5/8/2017 2:00,17.778,2
5/8/2017 3:00,5/7/2017,5/8/2017 3:00,16.667,3
5/8/2017 4:00,5/7/2017,5/8/2017 4:00,20,4
5/8/2017 5:00,5/8/2017,5/8/2017 5:00,20,5
5/8/2017 6:00,5/8/2017,5/8/2017 6:00,26.389,6
5/8/2017 7:00,5/8/2017,5/8/2017 7:00,22.222,7
5/8/2017 8:00,5/8/2017,5/8/2017 8:00,31.667,8
5/8/2017 9:00,5/8/2017,5/8/2017 9:00,40.278,9
5/8/2017 10:00,5/8/2017,5/8/2017 10:00,57.778,10
5/8/2017 11:00,5/8/2017,5/8/2017 11:00,54.722,11
5/8/2017 12:00,5/8/2017,5/8/2017 12:00,76.111,12
5/8/2017 13:00,5/8/2017,5/8/2017 13:00,72.5,13
5/8/2017 14:00,5/8/2017,5/8/2017 14:00,82.5,14
5/8/2017 15:00,5/8/2017,5/8/2017 15:00,72.778,15
5/8/2017 16:00,5/8/2017,5/8/2017 16:00,75.556,16
5/8/2017 17:00,5/8/2017,5/8/2017 17:00,67.5,17
5/8/2017 18:00,5/8/2017,5/8/2017 18:00,63.889,18
5/8/2017 19:00,5/8/2017,5/8/2017 19:00,55,19
5/8/2017 20:00,5/8/2017,5/8/2017 20:00,60.833,20
5/8/2017 21:00,5/8/2017,5/8/2017 21:00,61.667,21
5/8/2017 22:00,5/8/2017,5/8/2017 22:00,52.778,22
5/8/2017 23:00,5/8/2017,5/8/2017 23:00,43.611,23
5/9/2017 0:00,5/8/2017,5/9/2017 0:00,49.444,0
5/9/2017 1:00,5/8/2017,5/9/2017 1:00,51.667,1
5/9/2017 2:00,5/8/2017,5/9/2017 2:00,56.667,2
5/9/2017 3:00,5/8/2017,5/9/2017 3:00,63.333,3
5/9/2017 4:00,5/8/2017,5/9/2017 4:00,48.333,4
5/9/2017 5:00,5/9/2017,5/9/2017 5:00,48.333,5
5/9/2017 6:00,5/9/2017,5/9/2017 6:00,42.222,6
5/9/2017 7:00,5/9/2017,5/9/2017 7:00,28.255,7
5/9/2017 8:00,5/9/2017,5/9/2017 8:00,36.667,8
5/9/2017 9:00,5/9/2017,5/9/2017 9:00,46.389,9
5/9/2017 10:00,5/9/2017,5/9/2017 10:00,63.611,10
5/9/2017 11:00,5/9/2017,5/9/2017 11:00,56.944,11
5/9/2017 12:00,5/9/2017,5/9/2017 12:00,71.667,12
5/9/2017 13:00,5/9/2017,5/9/2017 13:00,74.167,13
5/9/2017 14:00,5/9/2017,5/9/2017 14:00,83.333,14
5/9/2017 15:00,5/9/2017,5/9/2017 15:00,66.944,15
5/9/2017 16:00,5/9/2017,5/9/2017 16:00,73.611,16
5/9/2017 17:00,5/9/2017,5/9/2017 17:00,67.778,17
5/9/2017 18:00,5/9/2017,5/9/2017 18:00,59.444,18
5/9/2017 19:00,5/9/2017,5/9/2017 19:00,52.222,19
5/9/2017 20:00,5/9/2017,5/9/2017 20:00,49.722,20
5/9/2017 21:00,5/9/2017,5/9/2017 21:00,51.389,21
5/9/2017 22:00,5/9/2017,5/9/2017 22:00,44.722,22
5/9/2017 23:00,5/9/2017,5/9/2017 23:00,46.389,23
5/10/2017 0:00,5/9/2017,5/10/2017 0:00,70.278,0
5/10/2017 1:00,5/9/2017,5/10/2017 1:00,70.833,1
5/10/2017 2:00,5/9/2017,5/10/2017 2:00,73.333,2
5/10/2017 3:00,5/9/2017,5/10/2017 3:00,66.667,3
5/10/2017 4:00,5/9/2017,5/10/2017 4:00,56.111,4
5/10/2017 5:00,5/10/2017,5/10/2017 5:00,56.111,5
5/10/2017 6:00,5/10/2017,5/10/2017 6:00,51.667,6
5/10/2017 7:00,5/10/2017,5/10/2017 7:00,41.111,7
5/10/2017 8:00,5/10/2017,5/10/2017 8:00,30.833,8
5/10/2017 9:00,5/10/2017,5/10/2017 9:00,39.167,9
5/10/2017 10:00,5/10/2017,5/10/2017 10:00,57.5,10
5/10/2017 11:00,5/10/2017,5/10/2017 11:00,53.611,11
5/10/2017 12:00,5/10/2017,5/10/2017 12:00,74.444,12
5/10/2017 13:00,5/10/2017,5/10/2017 13:00,69.529,13
5/10/2017 14:00,5/10/2017,5/10/2017 14:00,88.056,14
5/10/2017 15:00,5/10/2017,5/10/2017 15:00,78.333,15
5/10/2017 16:00,5/10/2017,5/10/2017 16:00,81.389,16
5/10/2017 17:00,5/10/2017,5/10/2017 17:00,71.944,17
5/10/2017 18:00,5/10/2017,5/10/2017 18:00,61.944,18
5/10/2017 19:00,5/10/2017,5/10/2017 19:00,55,19
5/10/2017 20:00,5/10/2017,5/10/2017 20:00,48.333,20
5/10/2017 21:00,5/10/2017,5/10/2017 21:00,52.5,21
5/10/2017 22:00,5/10/2017,5/10/2017 22:00,46.111,22
5/10/2017 23:00,5/10/2017,5/10/2017 23:00,41.667,23
5/11/2017 0:00,5/10/2017,5/11/2017 0:00,53.333,0
5/11/2017 1:00,5/10/2017,5/11/2017 1:00,55.278,1
5/11/2017 2:00,5/10/2017,5/11/2017 2:00,55.278,2
5/11/2017 3:00,5/10/2017,5/11/2017 3:00,47.222,3
5/11/2017 4:00,5/10/2017,5/11/2017 4:00,38.056,4
5/11/2017 5:00,5/11/2017,5/11/2017 5:00,38.056,5
5/11/2017 6:00,5/11/2017,5/11/2017 6:00,34.444,6
5/11/2017 7:00,5/11/2017,5/11/2017 7:00,24.167,7
5/11/2017 8:00,5/11/2017,5/11/2017 8:00,32.778,8
5/11/2017 9:00,5/11/2017,5/11/2017 9:00,41.389,9
5/11/2017 10:00,5/11/2017,5/11/2017 10:00,62.222,10
5/11/2017 11:00,5/11/2017,5/11/2017 11:00,52.5,11
5/11/2017 12:00,5/11/2017,5/11/2017 12:00,73.611,12
5/11/2017 13:00,5/11/2017,5/11/2017 13:00,74.722,13
5/11/2017 14:00,5/11/2017,5/11/2017 14:00,83.056,14
5/11/2017 15:00,5/11/2017,5/11/2017 15:00,69.167,15
5/11/2017 16:00,5/11/2017,5/11/2017 16:00,76.111,16
5/11/2017 17:00,5/11/2017,5/11/2017 17:00,70.278,17
5/11/2017 18:00,5/11/2017,5/11/2017 18:00,65.833,18
