days,dt,cur_time_in_gmt,cpu_utilization_pctg,hour,cpu_utilization_pctg_extrapolated,is_extrapolated
4/9/2017 7:00,4/9/2017,4/9/2017 7:00,26.189,7,26.189,FALSE
4/9/2017 8:00,4/9/2017,4/9/2017 8:00,24.115,8,24.115,FALSE
4/9/2017 9:00,4/9/2017,4/9/2017 9:00,24.408,9,24.408,FALSE
4/9/2017 10:00,4/9/2017,4/9/2017 10:00,21.151,10,21.151,FALSE
4/9/2017 11:00,4/9/2017,4/9/2017 11:00,23.331,11,23.331,FALSE
4/9/2017 12:00,4/9/2017,4/9/2017 12:00,24.65,12,24.65,FALSE
4/9/2017 13:00,4/9/2017,4/9/2017 13:00,22.947,13,22.947,FALSE
4/9/2017 14:00,4/9/2017,4/9/2017 14:00,23.125,14,23.125,FALSE
4/9/2017 15:00,4/9/2017,4/9/2017 15:00,22.461,15,22.461,FALSE
4/9/2017 16:00,4/9/2017,4/9/2017 16:00,21.594,16,21.594,FALSE
4/9/2017 17:00,4/9/2017,4/9/2017 17:00,20.657,17,20.657,FALSE
4/9/2017 18:00,4/9/2017,4/9/2017 18:00,18.832,18,18.832,FALSE
4/9/2017 19:00,4/9/2017,4/9/2017 19:00,14.016,19,14.016,FALSE
4/9/2017 20:00,4/9/2017,4/9/2017 20:00,14.648,20,14.648,FALSE
4/9/2017 21:00,4/9/2017,4/9/2017 21:00,16.048,21,16.048,FALSE
4/9/2017 22:00,4/9/2017,4/9/2017 22:00,16.854,22,16.854,FALSE
4/9/2017 23:00,4/9/2017,4/9/2017 23:00,16.661,23,16.661,FALSE
4/10/2017 0:00,4/9/2017,4/10/2017 0:00,32.195,0,32.195,FALSE
4/10/2017 1:00,4/9/2017,4/10/2017 1:00,24.737,1,24.737,FALSE
4/10/2017 2:00,4/9/2017,4/10/2017 2:00,16.73,2,16.73,FALSE
4/10/2017 3:00,4/9/2017,4/10/2017 3:00,19.432,3,19.432,FALSE
4/10/2017 4:00,4/9/2017,4/10/2017 4:00,18.023,4,18.023,FALSE
4/10/2017 5:00,4/10/2017,4/10/2017 5:00,,5,36.25,TRUE
4/10/2017 6:00,4/10/2017,4/10/2017 6:00,32.337,6,32.337,FALSE
4/10/2017 7:00,4/10/2017,4/10/2017 7:00,32.095,7,32.095,FALSE
4/10/2017 8:00,4/10/2017,4/10/2017 8:00,31.947,8,31.947,FALSE
4/10/2017 9:00,4/10/2017,4/10/2017 9:00,39.756,9,39.756,FALSE
4/10/2017 10:00,4/10/2017,4/10/2017 10:00,60.502,10,60.502,FALSE
4/10/2017 11:00,4/10/2017,4/10/2017 11:00,53.142,11,53.142,FALSE
4/10/2017 12:00,4/10/2017,4/10/2017 12:00,72.405,12,72.405,FALSE
4/10/2017 13:00,4/10/2017,4/10/2017 13:00,72.569,13,72.569,FALSE
4/10/2017 14:00,4/10/2017,4/10/2017 14:00,79.774,14,79.774,FALSE
4/10/2017 15:00,4/10/2017,4/10/2017 15:00,68.825,15,68.825,FALSE
4/10/2017 16:00,4/10/2017,4/10/2017 16:00,72.524,16,72.524,FALSE
4/10/2017 17:00,4/10/2017,4/10/2017 17:00,63.025,17,63.025,FALSE
4/10/2017 18:00,4/10/2017,4/10/2017 18:00,58.283,18,58.283,FALSE
4/10/2017 19:00,4/10/2017,4/10/2017 19:00,53.478,19,53.478,FALSE
4/10/2017 20:00,4/10/2017,4/10/2017 20:00,44.449,20,44.449,FALSE
4/10/2017 21:00,4/10/2017,4/10/2017 21:00,50.767,21,50.767,FALSE
4/10/2017 22:00,4/10/2017,4/10/2017 22:00,46.909,22,46.909,FALSE
4/10/2017 23:00,4/10/2017,4/10/2017 23:00,37.402,23,37.402,FALSE
4/11/2017 0:00,4/10/2017,4/11/2017 0:00,55.691,0,55.691,FALSE
4/11/2017 1:00,4/10/2017,4/11/2017 1:00,55.224,1,55.224,FALSE
4/11/2017 2:00,4/10/2017,4/11/2017 2:00,63.257,2,63.257,FALSE
4/11/2017 3:00,4/10/2017,4/11/2017 3:00,54.143,3,54.143,FALSE
4/11/2017 4:00,4/10/2017,4/11/2017 4:00,48.291,4,48.291,FALSE
4/11/2017 5:00,4/11/2017,4/11/2017 5:00,,5,36.25,TRUE
4/11/2017 6:00,4/11/2017,4/11/2017 6:00,27.19,6,27.19,FALSE
4/11/2017 7:00,4/11/2017,4/11/2017 7:00,25.523,7,25.523,FALSE
4/11/2017 8:00,4/11/2017,4/11/2017 8:00,26.449,8,26.449,FALSE
4/11/2017 9:00,4/11/2017,4/11/2017 9:00,41.365,9,41.365,FALSE
4/11/2017 10:00,4/11/2017,4/11/2017 10:00,57.437,10,57.437,FALSE
4/11/2017 11:00,4/11/2017,4/11/2017 11:00,46.5,11,46.5,FALSE
4/11/2017 12:00,4/11/2017,4/11/2017 12:00,67.958,12,67.958,FALSE
4/11/2017 13:00,4/11/2017,4/11/2017 13:00,69.508,13,69.508,FALSE
4/11/2017 14:00,4/11/2017,4/11/2017 14:00,77.271,14,77.271,FALSE
4/11/2017 15:00,4/11/2017,4/11/2017 15:00,63.833,15,63.833,FALSE
4/11/2017 16:00,4/11/2017,4/11/2017 16:00,66,16,66,FALSE
4/11/2017 17:00,4/11/2017,4/11/2017 17:00,58.039,17,58.039,FALSE
4/11/2017 18:00,4/11/2017,4/11/2017 18:00,52.889,18,52.889,FALSE
4/11/2017 19:00,4/11/2017,4/11/2017 19:00,53.611,19,53.611,FALSE
4/11/2017 20:00,4/11/2017,4/11/2017 20:00,47.681,20,47.681,FALSE
4/11/2017 21:00,4/11/2017,4/11/2017 21:00,47.639,21,47.639,FALSE
4/11/2017 22:00,4/11/2017,4/11/2017 22:00,47.653,22,47.653,FALSE
4/11/2017 23:00,4/11/2017,4/11/2017 23:00,39.028,23,39.028,FALSE
4/12/2017 0:00,4/11/2017,4/12/2017 0:00,56.667,0,56.667,FALSE
4/12/2017 1:00,4/11/2017,4/12/2017 1:00,68.333,1,68.333,FALSE
4/12/2017 2:00,4/11/2017,4/12/2017 2:00,64.76,2,64.76,FALSE
4/12/2017 3:00,4/11/2017,4/12/2017 3:00,50.028,3,50.028,FALSE
4/12/2017 4:00,4/11/2017,4/12/2017 4:00,48.972,4,48.972,FALSE
4/12/2017 5:00,4/12/2017,4/12/2017 5:00,,5,36.25,TRUE
4/12/2017 6:00,4/12/2017,4/12/2017 6:00,33.139,6,33.139,FALSE
4/12/2017 7:00,4/12/2017,4/12/2017 7:00,26.778,7,26.778,FALSE
4/12/2017 8:00,4/12/2017,4/12/2017 8:00,28.464,8,28.464,FALSE
4/12/2017 9:00,4/12/2017,4/12/2017 9:00,46.028,9,46.028,FALSE
4/12/2017 10:00,4/12/2017,4/12/2017 10:00,58.056,10,58.056,FALSE
4/12/2017 11:00,4/12/2017,4/12/2017 11:00,50.764,11,50.764,FALSE
4/12/2017 12:00,4/12/2017,4/12/2017 12:00,68.222,12,68.222,FALSE
4/12/2017 13:00,4/12/2017,4/12/2017 13:00,69.869,13,69.869,FALSE
4/12/2017 14:00,4/12/2017,4/12/2017 14:00,76.306,14,76.306,FALSE
4/12/2017 15:00,4/12/2017,4/12/2017 15:00,65.944,15,65.944,FALSE
4/12/2017 16:00,4/12/2017,4/12/2017 16:00,69.083,16,69.083,FALSE
4/12/2017 17:00,4/12/2017,4/12/2017 17:00,59.539,17,59.539,FALSE
4/12/2017 18:00,4/12/2017,4/12/2017 18:00,52.556,18,52.556,FALSE
4/12/2017 19:00,4/12/2017,4/12/2017 19:00,49.778,19,49.778,FALSE
4/12/2017 20:00,4/12/2017,4/12/2017 20:00,44.849,20,44.849,FALSE
4/12/2017 21:00,4/12/2017,4/12/2017 21:00,49.556,21,49.556,FALSE
4/12/2017 22:00,4/12/2017,4/12/2017 22:00,47.306,22,47.306,FALSE
4/12/2017 23:00,4/12/2017,4/12/2017 23:00,40.461,23,40.461,FALSE
4/13/2017 0:00,4/12/2017,4/13/2017 0:00,59.306,0,59.306,FALSE
4/13/2017 1:00,4/12/2017,4/13/2017 1:00,62.139,1,62.139,FALSE
4/13/2017 2:00,4/12/2017,4/13/2017 2:00,57.067,2,57.067,FALSE
4/13/2017 3:00,4/12/2017,4/13/2017 3:00,55.333,3,55.333,FALSE
4/13/2017 4:00,4/12/2017,4/13/2017 4:00,43.917,4,43.917,FALSE
4/13/2017 5:00,4/13/2017,4/13/2017 5:00,,5,36.25,TRUE
4/13/2017 6:00,4/13/2017,4/13/2017 6:00,36.444,6,36.444,FALSE
4/13/2017 7:00,4/13/2017,4/13/2017 7:00,28.361,7,28.361,FALSE
4/13/2017 8:00,4/13/2017,4/13/2017 8:00,28.659,8,28.659,FALSE
4/13/2017 9:00,4/13/2017,4/13/2017 9:00,47.556,9,47.556,FALSE
4/13/2017 10:00,4/13/2017,4/13/2017 10:00,62.361,10,62.361,FALSE
4/13/2017 11:00,4/13/2017,4/13/2017 11:00,51.097,11,51.097,FALSE
4/13/2017 12:00,4/13/2017,4/13/2017 12:00,67.972,12,67.972,FALSE
4/13/2017 13:00,4/13/2017,4/13/2017 13:00,71.064,13,71.064,FALSE
4/13/2017 14:00,4/13/2017,4/13/2017 14:00,79.722,14,79.722,FALSE
4/13/2017 15:00,4/13/2017,4/13/2017 15:00,67.778,15,67.778,FALSE
4/13/2017 16:00,4/13/2017,4/13/2017 16:00,72.167,16,72.167,FALSE
4/13/2017 17:00,4/13/2017,4/13/2017 17:00,61.816,17,61.816,FALSE
4/13/2017 18:00,4/13/2017,4/13/2017 18:00,55.306,18,55.306,FALSE
4/13/2017 19:00,4/13/2017,4/13/2017 19:00,51.444,19,51.444,FALSE
4/13/2017 20:00,4/13/2017,4/13/2017 20:00,44.543,20,44.543,FALSE
4/13/2017 21:00,4/13/2017,4/13/2017 21:00,50.222,21,50.222,FALSE
4/13/2017 22:00,4/13/2017,4/13/2017 22:00,46.833,22,46.833,FALSE
4/13/2017 23:00,4/13/2017,4/13/2017 23:00,38.795,23,38.795,FALSE
4/14/2017 0:00,4/13/2017,4/14/2017 0:00,57.722,0,57.722,FALSE
4/14/2017 1:00,4/13/2017,4/14/2017 1:00,61.667,1,61.667,FALSE
4/14/2017 2:00,4/13/2017,4/14/2017 2:00,62.205,2,62.205,FALSE
4/14/2017 3:00,4/13/2017,4/14/2017 3:00,50.306,3,50.306,FALSE
4/14/2017 4:00,4/13/2017,4/14/2017 4:00,43.75,4,43.75,FALSE
4/14/2017 5:00,4/14/2017,4/14/2017 5:00,,5,36.25,TRUE
4/14/2017 6:00,4/14/2017,4/14/2017 6:00,34.435,6,34.435,FALSE
4/14/2017 7:00,4/14/2017,4/14/2017 7:00,25.639,7,25.639,FALSE
4/14/2017 8:00,4/14/2017,4/14/2017 8:00,29.639,8,29.639,FALSE
4/14/2017 9:00,4/14/2017,4/14/2017 9:00,30.464,9,30.464,FALSE
4/14/2017 10:00,4/14/2017,4/14/2017 10:00,31.528,10,31.528,FALSE
4/14/2017 11:00,4/14/2017,4/14/2017 11:00,26.306,11,26.306,FALSE
4/14/2017 12:00,4/14/2017,4/14/2017 12:00,28.52,12,28.52,FALSE
4/14/2017 13:00,4/14/2017,4/14/2017 13:00,28.278,13,28.278,FALSE
4/14/2017 14:00,4/14/2017,4/14/2017 14:00,34.694,14,34.694,FALSE
4/14/2017 15:00,4/14/2017,4/14/2017 15:00,30.741,15,30.741,FALSE
4/14/2017 16:00,4/14/2017,4/14/2017 16:00,25.278,16,25.278,FALSE
4/14/2017 17:00,4/14/2017,4/14/2017 17:00,21.5,17,21.5,FALSE
4/14/2017 18:00,4/14/2017,4/14/2017 18:00,20.966,18,20.966,FALSE
4/14/2017 19:00,4/14/2017,4/14/2017 19:00,21.417,19,21.417,FALSE
4/14/2017 20:00,4/14/2017,4/14/2017 20:00,18.75,20,18.75,FALSE
4/14/2017 21:00,4/14/2017,4/14/2017 21:00,30.519,21,30.519,FALSE
4/14/2017 22:00,4/14/2017,4/14/2017 22:00,46.472,22,46.472,FALSE
4/14/2017 23:00,4/14/2017,4/14/2017 23:00,46.306,23,46.306,FALSE
4/15/2017 0:00,4/14/2017,4/15/2017 0:00,57.456,0,57.456,FALSE
4/15/2017 1:00,4/14/2017,4/15/2017 1:00,47.944,1,47.944,FALSE
4/15/2017 2:00,4/14/2017,4/15/2017 2:00,58.139,2,58.139,FALSE
4/15/2017 3:00,4/14/2017,4/15/2017 3:00,61.066,3,61.066,FALSE
4/15/2017 4:00,4/14/2017,4/15/2017 4:00,57.111,4,57.111,FALSE
4/15/2017 5:00,4/15/2017,4/15/2017 5:00,,5,36.25,TRUE
4/15/2017 6:00,4/15/2017,4/15/2017 6:00,36.49,6,36.49,FALSE
4/15/2017 7:00,4/15/2017,4/15/2017 7:00,43.444,7,43.444,FALSE
4/15/2017 8:00,4/15/2017,4/15/2017 8:00,25.806,8,25.806,FALSE
4/15/2017 9:00,4/15/2017,4/15/2017 9:00,36.295,9,36.295,FALSE
4/15/2017 10:00,4/15/2017,4/15/2017 10:00,28.167,10,28.167,FALSE
4/15/2017 11:00,4/15/2017,4/15/2017 11:00,38.806,11,38.806,FALSE
4/15/2017 12:00,4/15/2017,4/15/2017 12:00,39.461,12,39.461,FALSE
4/15/2017 13:00,4/15/2017,4/15/2017 13:00,33.778,13,33.778,FALSE
4/15/2017 14:00,4/15/2017,4/15/2017 14:00,28.417,14,28.417,FALSE
4/15/2017 15:00,4/15/2017,4/15/2017 15:00,28.631,15,28.631,FALSE
4/15/2017 16:00,4/15/2017,4/15/2017 16:00,23.278,16,23.278,FALSE
4/15/2017 17:00,4/15/2017,4/15/2017 17:00,15.333,17,15.333,FALSE
4/15/2017 18:00,4/15/2017,4/15/2017 18:00,14.468,18,14.468,FALSE
4/15/2017 19:00,4/15/2017,4/15/2017 19:00,14.083,19,14.083,FALSE
4/15/2017 20:00,4/15/2017,4/15/2017 20:00,12.444,20,12.444,FALSE
4/15/2017 21:00,4/15/2017,4/15/2017 21:00,13.191,21,13.191,FALSE
4/15/2017 22:00,4/15/2017,4/15/2017 22:00,12.611,22,12.611,FALSE
4/15/2017 23:00,4/15/2017,4/15/2017 23:00,12.222,23,12.222,FALSE
4/16/2017 0:00,4/15/2017,4/16/2017 0:00,29.242,0,29.242,FALSE
4/16/2017 1:00,4/15/2017,4/16/2017 1:00,14.306,1,14.306,FALSE
4/16/2017 2:00,4/15/2017,4/16/2017 2:00,12.889,2,12.889,FALSE
4/16/2017 3:00,4/15/2017,4/16/2017 3:00,13.635,3,13.635,FALSE
4/16/2017 4:00,4/15/2017,4/16/2017 4:00,13.556,4,13.556,FALSE
4/16/2017 5:00,4/16/2017,4/16/2017 5:00,,5,36.25,TRUE
4/16/2017 6:00,4/16/2017,4/16/2017 6:00,31.408,6,31.408,FALSE
4/16/2017 7:00,4/16/2017,4/16/2017 7:00,21.639,7,21.639,FALSE
4/16/2017 8:00,4/16/2017,4/16/2017 8:00,21.417,8,21.417,FALSE
4/16/2017 9:00,4/16/2017,4/16/2017 9:00,21.466,9,21.466,FALSE
4/16/2017 10:00,4/16/2017,4/16/2017 10:00,23.417,10,23.417,FALSE
4/16/2017 11:00,4/16/2017,4/16/2017 11:00,23.417,11,23.417,FALSE
4/16/2017 12:00,4/16/2017,4/16/2017 12:00,21.8,12,21.8,FALSE
4/16/2017 13:00,4/16/2017,4/16/2017 13:00,22.444,13,22.444,FALSE
4/16/2017 14:00,4/16/2017,4/16/2017 14:00,21.861,14,21.861,FALSE
4/16/2017 15:00,4/16/2017,4/16/2017 15:00,24.688,15,24.688,FALSE
4/16/2017 16:00,4/16/2017,4/16/2017 16:00,28.417,16,28.417,FALSE
4/16/2017 17:00,4/16/2017,4/16/2017 17:00,23.528,17,23.528,FALSE
4/16/2017 18:00,4/16/2017,4/16/2017 18:00,19.194,18,19.194,FALSE
4/16/2017 19:00,4/16/2017,4/16/2017 19:00,14.885,19,14.885,FALSE
4/16/2017 20:00,4/16/2017,4/16/2017 20:00,13.389,20,13.389,FALSE
4/16/2017 21:00,4/16/2017,4/16/2017 21:00,13.968,21,13.968,FALSE
4/16/2017 22:00,4/16/2017,4/16/2017 22:00,13.861,22,13.861,FALSE
4/16/2017 23:00,4/16/2017,4/16/2017 23:00,15.222,23,15.222,FALSE
4/17/2017 0:00,4/16/2017,4/17/2017 0:00,29.222,0,29.222,FALSE
4/17/2017 1:00,4/16/2017,4/17/2017 1:00,22.327,1,22.327,FALSE
4/17/2017 2:00,4/16/2017,4/17/2017 2:00,17.056,2,17.056,FALSE
4/17/2017 3:00,4/16/2017,4/17/2017 3:00,19.3,3,19.3,FALSE
4/17/2017 4:00,4/16/2017,4/17/2017 4:00,17.806,4,17.806,FALSE
4/17/2017 5:00,4/17/2017,4/17/2017 5:00,,5,36.25,TRUE
4/17/2017 6:00,4/17/2017,4/17/2017 6:00,34.083,6,34.083,FALSE
4/17/2017 7:00,4/17/2017,4/17/2017 7:00,26.382,7,26.382,FALSE
4/17/2017 8:00,4/17/2017,4/17/2017 8:00,33.861,8,33.861,FALSE
4/17/2017 9:00,4/17/2017,4/17/2017 9:00,37.333,9,37.333,FALSE
4/17/2017 10:00,4/17/2017,4/17/2017 10:00,60.872,10,60.872,FALSE
4/17/2017 11:00,4/17/2017,4/17/2017 11:00,49.556,11,49.556,FALSE
4/17/2017 12:00,4/17/2017,4/17/2017 12:00,68.972,12,68.972,FALSE
4/17/2017 13:00,4/17/2017,4/17/2017 13:00,63.788,13,63.788,FALSE
4/17/2017 14:00,4/17/2017,4/17/2017 14:00,75.778,14,75.778,FALSE
4/17/2017 15:00,4/17/2017,4/17/2017 15:00,60.483,15,60.483,FALSE
4/17/2017 16:00,4/17/2017,4/17/2017 16:00,59.972,16,59.972,FALSE
4/17/2017 17:00,4/17/2017,4/17/2017 17:00,54.389,17,54.389,FALSE
4/17/2017 18:00,4/17/2017,4/17/2017 18:00,46.028,18,46.028,FALSE
4/17/2017 19:00,4/17/2017,4/17/2017 19:00,41.35,19,41.35,FALSE
4/17/2017 20:00,4/17/2017,4/17/2017 20:00,40,20,40,FALSE
4/17/2017 21:00,4/17/2017,4/17/2017 21:00,47.5,21,47.5,FALSE
4/17/2017 22:00,4/17/2017,4/17/2017 22:00,40.655,22,40.655,FALSE
4/17/2017 23:00,4/17/2017,4/17/2017 23:00,34.139,23,34.139,FALSE
4/18/2017 0:00,4/17/2017,4/18/2017 0:00,56.111,0,56.111,FALSE
4/18/2017 1:00,4/17/2017,4/18/2017 1:00,55.29,1,55.29,FALSE
4/18/2017 2:00,4/17/2017,4/18/2017 2:00,56.639,2,56.639,FALSE
4/18/2017 3:00,4/17/2017,4/18/2017 3:00,49.694,3,49.694,FALSE
4/18/2017 4:00,4/17/2017,4/18/2017 4:00,39.545,4,39.545,FALSE
4/18/2017 5:00,4/18/2017,4/18/2017 5:00,,5,36.25,TRUE
4/18/2017 6:00,4/18/2017,4/18/2017 6:00,26.083,6,26.083,FALSE
4/18/2017 7:00,4/18/2017,4/18/2017 7:00,24.465,7,24.465,FALSE
4/18/2017 8:00,4/18/2017,4/18/2017 8:00,28.639,8,28.639,FALSE
4/18/2017 9:00,4/18/2017,4/18/2017 9:00,45.083,9,45.083,FALSE
4/18/2017 10:00,4/18/2017,4/18/2017 10:00,57.762,10,57.762,FALSE
4/18/2017 11:00,4/18/2017,4/18/2017 11:00,49.306,11,49.306,FALSE
4/18/2017 12:00,4/18/2017,4/18/2017 12:00,69.5,12,69.5,FALSE
4/18/2017 13:00,4/18/2017,4/18/2017 13:00,69.12,13,69.12,FALSE
4/18/2017 14:00,4/18/2017,4/18/2017 14:00,80.556,14,80.556,FALSE
4/18/2017 15:00,4/18/2017,4/18/2017 15:00,67.333,15,67.333,FALSE
4/18/2017 16:00,4/18/2017,4/18/2017 16:00,70.453,16,70.453,FALSE
4/18/2017 17:00,4/18/2017,4/18/2017 17:00,65,17,65,FALSE
4/18/2017 18:00,4/18/2017,4/18/2017 18:00,54.861,18,54.861,FALSE
4/18/2017 19:00,4/18/2017,4/18/2017 19:00,51.097,19,51.097,FALSE
4/18/2017 20:00,4/18/2017,4/18/2017 20:00,46.278,20,46.278,FALSE
4/18/2017 21:00,4/18/2017,4/18/2017 21:00,48.194,21,48.194,FALSE
4/18/2017 22:00,4/18/2017,4/18/2017 22:00,43.627,22,43.627,FALSE
4/18/2017 23:00,4/18/2017,4/18/2017 23:00,37.194,23,37.194,FALSE
4/19/2017 0:00,4/18/2017,4/19/2017 0:00,55.167,0,55.167,FALSE
4/19/2017 1:00,4/18/2017,4/19/2017 1:00,55.901,1,55.901,FALSE
4/19/2017 2:00,4/18/2017,4/19/2017 2:00,59.972,2,59.972,FALSE
4/19/2017 3:00,4/18/2017,4/19/2017 3:00,50.972,3,50.972,FALSE
4/19/2017 4:00,4/18/2017,4/19/2017 4:00,38.85,4,38.85,FALSE
4/19/2017 5:00,4/19/2017,4/19/2017 5:01,,5,36.25,TRUE
4/19/2017 6:00,4/19/2017,4/19/2017 6:01,36.333,6,36.333,FALSE
4/19/2017 7:00,4/19/2017,4/19/2017 7:01,30.889,7,30.889,FALSE
4/19/2017 8:00,4/19/2017,4/19/2017 8:01,28.575,8,28.575,FALSE
4/19/2017 9:00,4/19/2017,4/19/2017 9:01,48.056,9,48.056,FALSE
4/19/2017 10:00,4/19/2017,4/19/2017 10:01,61.566,10,61.566,FALSE
4/19/2017 11:00,4/19/2017,4/19/2017 11:01,52.278,11,52.278,FALSE
4/19/2017 12:00,4/19/2017,4/19/2017 12:01,71.806,12,71.806,FALSE
4/19/2017 13:00,4/19/2017,4/19/2017 13:01,72.48,13,72.48,FALSE
4/19/2017 14:00,4/19/2017,4/19/2017 14:01,79.806,14,79.806,FALSE
4/19/2017 15:00,4/19/2017,4/19/2017 15:01,69.222,15,69.222,FALSE
4/19/2017 16:00,4/19/2017,4/19/2017 16:01,71.361,16,71.361,FALSE
4/19/2017 17:00,4/19/2017,4/19/2017 17:01,61.861,17,61.861,FALSE
4/19/2017 18:00,4/19/2017,4/19/2017 18:01,53.056,18,53.056,FALSE
4/19/2017 19:00,4/19/2017,4/19/2017 19:01,50.444,19,50.444,FALSE
4/19/2017 20:00,4/19/2017,4/19/2017 20:01,44.667,20,44.667,FALSE
4/19/2017 21:00,4/19/2017,4/19/2017 21:01,47.139,21,47.139,FALSE
4/19/2017 22:00,4/19/2017,4/19/2017 22:01,43.75,22,43.75,FALSE
4/19/2017 23:00,4/19/2017,4/19/2017 23:01,34.944,23,34.944,FALSE
4/20/2017 0:00,4/19/2017,4/20/2017 0:01,61.194,0,61.194,FALSE
4/20/2017 1:00,4/19/2017,4/20/2017 1:01,69.722,1,69.722,FALSE
4/20/2017 2:00,4/19/2017,4/20/2017 2:01,60.222,2,60.222,FALSE
4/20/2017 3:00,4/19/2017,4/20/2017 3:01,48.306,3,48.306,FALSE
4/20/2017 4:00,4/19/2017,4/20/2017 4:01,44.306,4,44.306,FALSE
4/20/2017 5:00,4/20/2017,4/20/2017 5:00,,5,36.25,TRUE
4/20/2017 6:00,4/20/2017,4/20/2017 6:00,36.87,6,36.87,FALSE
4/20/2017 7:00,4/20/2017,4/20/2017 7:00,29.833,7,29.833,FALSE
4/20/2017 8:00,4/20/2017,4/20/2017 8:00,31.583,8,31.583,FALSE
4/20/2017 9:00,4/20/2017,4/20/2017 9:00,51.5,9,51.5,FALSE
4/20/2017 10:00,4/20/2017,4/20/2017 10:00,65.25,10,65.25,FALSE
4/20/2017 11:00,4/20/2017,4/20/2017 11:00,51.722,11,51.722,FALSE
4/20/2017 12:00,4/20/2017,4/20/2017 12:00,73.111,12,73.111,FALSE
4/20/2017 13:00,4/20/2017,4/20/2017 13:00,71.5,13,71.5,FALSE
4/20/2017 14:00,4/20/2017,4/20/2017 14:00,78.472,14,78.472,FALSE
4/20/2017 15:00,4/20/2017,4/20/2017 15:00,65.806,15,65.806,FALSE
4/20/2017 16:00,4/20/2017,4/20/2017 16:00,69.889,16,69.889,FALSE
4/20/2017 17:00,4/20/2017,4/20/2017 17:00,60.194,17,60.194,FALSE
4/20/2017 18:00,4/20/2017,4/20/2017 18:00,53.611,18,53.611,FALSE
4/20/2017 19:00,4/20/2017,4/20/2017 19:00,50.028,19,50.028,FALSE
4/20/2017 20:00,4/20/2017,4/20/2017 20:00,45.25,20,45.25,FALSE
4/20/2017 21:00,4/20/2017,4/20/2017 21:00,47.75,21,47.75,FALSE
4/20/2017 22:00,4/20/2017,4/20/2017 22:00,42.444,22,42.444,FALSE
4/20/2017 23:00,4/20/2017,4/20/2017 23:00,31.722,23,31.722,FALSE
4/21/2017 0:00,4/20/2017,4/21/2017 0:00,55.972,0,55.972,FALSE
4/21/2017 1:00,4/20/2017,4/21/2017 1:00,63.639,1,63.639,FALSE
4/21/2017 2:00,4/20/2017,4/21/2017 2:00,64.611,2,64.611,FALSE
4/21/2017 3:00,4/20/2017,4/21/2017 3:00,60.639,3,60.639,FALSE
4/21/2017 4:00,4/20/2017,4/21/2017 4:00,57.75,4,57.75,FALSE
4/21/2017 5:00,4/21/2017,4/21/2017 5:00,,5,36.25,TRUE
4/21/2017 6:00,4/21/2017,4/21/2017 6:00,34.306,6,34.306,FALSE
4/21/2017 7:00,4/21/2017,4/21/2017 7:00,25.306,7,25.306,FALSE
4/21/2017 8:00,4/21/2017,4/21/2017 8:00,30,8,30,FALSE
4/21/2017 9:00,4/21/2017,4/21/2017 9:00,41.778,9,41.778,FALSE
4/21/2017 10:00,4/21/2017,4/21/2017 10:00,59.972,10,59.972,FALSE
4/21/2017 11:00,4/21/2017,4/21/2017 11:00,56.083,11,56.083,FALSE
4/21/2017 12:00,4/21/2017,4/21/2017 12:00,69.194,12,69.194,FALSE
4/21/2017 13:00,4/21/2017,4/21/2017 13:00,69.335,13,69.335,FALSE
4/21/2017 14:00,4/21/2017,4/21/2017 14:00,78.861,14,78.861,FALSE
4/21/2017 15:00,4/21/2017,4/21/2017 15:00,64.806,15,64.806,FALSE
4/21/2017 16:00,4/21/2017,4/21/2017 16:00,69.333,16,69.333,FALSE
4/21/2017 17:00,4/21/2017,4/21/2017 17:00,59.694,17,59.694,FALSE
4/21/2017 18:00,4/21/2017,4/21/2017 18:00,54.722,18,54.722,FALSE
4/21/2017 19:00,4/21/2017,4/21/2017 19:00,49.222,19,49.222,FALSE
4/21/2017 20:00,4/21/2017,4/21/2017 20:00,41.556,20,41.556,FALSE
4/21/2017 21:00,4/21/2017,4/21/2017 21:00,54.806,21,54.806,FALSE
4/21/2017 22:00,4/21/2017,4/21/2017 22:00,72.667,22,72.667,FALSE
4/21/2017 23:00,4/21/2017,4/21/2017 23:00,58.417,23,58.417,FALSE
4/22/2017 0:00,4/21/2017,4/22/2017 0:00,82.083,0,82.083,FALSE
4/22/2017 1:00,4/21/2017,4/22/2017 1:00,83.556,1,83.556,FALSE
4/22/2017 2:00,4/21/2017,4/22/2017 2:00,75.083,2,75.083,FALSE
4/22/2017 3:00,4/21/2017,4/22/2017 3:00,65.361,3,65.361,FALSE
4/22/2017 4:00,4/21/2017,4/22/2017 4:00,48.556,4,48.556,FALSE
4/22/2017 5:00,,,,5,36.25,TRUE
4/22/2017 6:00,,,,6,34.444,TRUE
4/22/2017 7:00,,,,7,28.155,TRUE
4/22/2017 8:00,,,,8,31.389,TRUE
4/22/2017 9:00,,,,9,43.611,TRUE
4/22/2017 10:00,,,,10,57.778,TRUE
4/22/2017 11:00,,,,11,51.111,TRUE
4/22/2017 12:00,,,,12,68.931,TRUE
4/22/2017 13:00,,,,13,72.261,TRUE
4/22/2017 14:00,,,,14,80.264,TRUE
4/22/2017 15:00,,,,15,67.847,TRUE
4/22/2017 16:00,,,,16,69.667,TRUE
4/22/2017 17:00,,,,17,63.194,TRUE
4/22/2017 18:00,,,,18,56.528,TRUE
